State,Year,Month,Beverage,Ethanol,Population,PerCapita,PerCapita3yr,PctChange
Virginia,2019,06 Jun,Beer,590770,7094962,8.33,,
Alaska,2019,07 Jul,Spirits,77748,589481,13.19,,
Arkansas,2019,07 Jul,Spirits,129611,2476087,5.23,,
Colorado,2019,07 Jul,Spirits,470020,4789291,9.81,,
Connecticut,2019,07 Jul,Spirits,272957,3019188,9.04,,
Florida,2019,07 Jul,Spirits,1348207,18207522,7.4,,
Illinois,2019,07 Jul,Spirits,651884,10512479,6.2,,
Kansas,2019,07 Jul,Spirits,130942,2371396,5.52,,
Kentucky,2019,07 Jul,Spirits,315789,3691561,8.55,,
Louisiana,2019,07 Jul,Spirits,312172,3799736,8.22,,
Massachusetts,2019,07 Jul,Spirits,437669,5862386,7.47,,
Missouri,2019,07 Jul,Spirits,444657,5077875,8.76,,
North Dakota,2019,07 Jul,Spirits,71335,617880,11.55,,
Texas,2019,07 Jul,Spirits,1322515,23257363,5.69,,
Virginia,2019,07 Jul,Spirits,423424,7094962,5.97,,
Wisconsin,2019,07 Jul,Spirits,643755,4851640,13.27,,
Alaska,2019,07 Jul,Wine,31969,589481,5.42,,
Arkansas,2019,07 Jul,Wine,49012,2476087,1.98,,
Colorado,2019,07 Jul,Wine,202375,4789291,4.23,,
Connecticut,2019,07 Jul,Wine,143362,3019188,4.75,,
Florida,2019,07 Jul,Wine,642137,18207522,3.53,,
Illinois,2019,07 Jul,Wine,371423,10512479,3.53,,
Kentucky,2019,07 Jul,Wine,72031,3691561,1.95,,
Louisiana,2019,07 Jul,Wine,101885,3799736,2.68,,
Massachusetts,2019,07 Jul,Wine,249332,5862386,4.25,,
Missouri,2019,07 Jul,Wine,138636,5077875,2.73,,
North Dakota,2019,07 Jul,Wine,15007,617880,2.43,,
Oregon,2019,07 Jul,Wine,193244,3547474,5.45,,
Texas,2019,07 Jul,Wine,628923,23257363,2.7,,
Virginia,2019,07 Jul,Wine,281795,7094962,3.97,,
Wisconsin,2019,07 Jul,Wine,168503,4851640,3.47,,
Alaska,2019,07 Jul,Beer,76791,589481,13.03,,
Arkansas,2019,07 Jul,Beer,190735,2476087,7.7,,
Colorado,2019,07 Jul,Beer,539510,4789291,11.26,,
Connecticut,2019,07 Jul,Beer,252228,3019188,8.35,,
Florida,2019,07 Jul,Beer,1611943,18207522,8.85,,
Illinois,2019,07 Jul,Beer,1127111,10512479,10.72,,
Kansas,2019,07 Jul,Beer,226334,2371396,9.54,,
Kentucky,2019,07 Jul,Beer,372029,3691561,10.08,,
Massachusetts,2019,07 Jul,Beer,541016,5862386,9.23,,
Missouri,2019,07 Jul,Beer,488277,5077875,9.62,,
North Dakota,2019,07 Jul,Beer,93470,617880,15.13,,
Oregon,2019,07 Jul,Beer,403963,3547474,11.39,,
Texas,2019,07 Jul,Beer,2467091,23257363,10.61,,
Virginia,2019,07 Jul,Beer,636358,7094962,8.97,,
Alaska,2019,08 Aug,Spirits,70082,589481,11.89,,
Arkansas,2019,08 Aug,Spirits,121852,2476087,4.92,,
Colorado,2019,08 Aug,Spirits,517531,4789291,10.81,,
Connecticut,2019,08 Aug,Spirits,237043,3019188,7.85,,
Florida,2019,08 Aug,Spirits,1430736,18207522,7.86,,
Illinois,2019,08 Aug,Spirits,746568,10512479,7.1,,
Kansas,2019,08 Aug,Spirits,139860,2371396,5.9,,
Kentucky,2019,08 Aug,Spirits,254144,3691561,6.88,,
Louisiana,2019,08 Aug,Spirits,323877,3799736,8.52,,
Massachusetts,2019,08 Aug,Spirits,505767,5862386,8.63,,
Missouri,2019,08 Aug,Spirits,419282,5077875,8.26,,
North Dakota,2019,08 Aug,Spirits,72506,617880,11.73,,
Texas,2019,08 Aug,Spirits,1510820,23257363,6.5,,
Virginia,2019,08 Aug,Spirits,438959,7094962,6.19,,
Wisconsin,2019,08 Aug,Spirits,469790,4851640,9.68,,
Alaska,2019,08 Aug,Wine,31219,589481,5.3,,
Arkansas,2019,08 Aug,Wine,42551,2476087,1.72,,
Colorado,2019,08 Aug,Wine,198557,4789291,4.15,,
Connecticut,2019,08 Aug,Wine,132489,3019188,4.39,,
Florida,2019,08 Aug,Wine,703094,18207522,3.86,,
Illinois,2019,08 Aug,Wine,385740,10512479,3.67,,
Kentucky,2019,08 Aug,Wine,53377,3691561,1.45,,
Louisiana,2019,08 Aug,Wine,103076,3799736,2.71,,
Massachusetts,2019,08 Aug,Wine,292933,5862386,5.0,,
Missouri,2019,08 Aug,Wine,142792,5077875,2.81,,
North Dakota,2019,08 Aug,Wine,14120,617880,2.29,,
Oregon,2019,08 Aug,Wine,197369,3547474,5.56,,
Texas,2019,08 Aug,Wine,626910,23257363,2.7,,
Virginia,2019,08 Aug,Wine,286405,7094962,4.04,,
Wisconsin,2019,08 Aug,Wine,174252,4851640,3.59,,
Alaska,2019,08 Aug,Beer,70539,589481,11.97,,
Arkansas,2019,08 Aug,Beer,197197,2476087,7.96,,
Colorado,2019,08 Aug,Beer,566168,4789291,11.82,,
Connecticut,2019,08 Aug,Beer,241012,3019188,7.98,,
Florida,2019,08 Aug,Beer,1693331,18207522,9.3,,
Illinois,2019,08 Aug,Beer,1158183,10512479,11.02,,
Kansas,2019,08 Aug,Beer,223648,2371396,9.43,,
Kentucky,2019,08 Aug,Beer,310418,3691561,8.41,,
Massachusetts,2019,08 Aug,Beer,544983,5862386,9.3,,
Missouri,2019,08 Aug,Beer,514321,5077875,10.13,,
North Dakota,2019,08 Aug,Beer,81456,617880,13.18,,
Oregon,2019,08 Aug,Beer,323527,3547474,9.12,,
Texas,2019,08 Aug,Beer,2560469,23257363,11.01,,
Virginia,2019,08 Aug,Beer,644758,7094962,9.09,,
Alaska,2019,09 Sep,Spirits,59096,589481,10.03,,
Arkansas,2019,09 Sep,Spirits,127033,2476087,5.13,,
Colorado,2019,09 Sep,Spirits,454443,4789291,9.49,,
Connecticut,2019,09 Sep,Spirits,257197,3019188,8.52,,
Florida,2019,09 Sep,Spirits,1343622,18207522,7.38,,
Illinois,2019,09 Sep,Spirits,723677,10512479,6.88,,
Kansas,2019,09 Sep,Spirits,149008,2371396,6.28,,
Kentucky,2019,09 Sep,Spirits,141255,3691561,3.83,,
Louisiana,2019,09 Sep,Spirits,288178,3799736,7.58,,
Massachusetts,2019,09 Sep,Spirits,460954,5862386,7.86,,
Missouri,2019,09 Sep,Spirits,490388,5077875,9.66,,
North Dakota,2019,09 Sep,Spirits,71351,617880,11.55,,
Texas,2019,09 Sep,Spirits,1316911,23257363,5.66,,
Virginia,2019,09 Sep,Spirits,392687,7094962,5.53,,
Wisconsin,2019,09 Sep,Spirits,493355,4851640,10.17,,
Alaska,2019,09 Sep,Wine,23588,589481,4.0,,
Arkansas,2019,09 Sep,Wine,41187,2476087,1.66,,
Colorado,2019,09 Sep,Wine,171493,4789291,3.58,,
Connecticut,2019,09 Sep,Wine,122302,3019188,4.05,,
Florida,2019,09 Sep,Wine,616981,18207522,3.39,,
Illinois,2019,09 Sep,Wine,363524,10512479,3.46,,
Kentucky,2019,09 Sep,Wine,42904,3691561,1.16,,
Louisiana,2019,09 Sep,Wine,92625,3799736,2.44,,
Massachusetts,2019,09 Sep,Wine,280354,5862386,4.78,,
Missouri,2019,09 Sep,Wine,146296,5077875,2.88,,
North Dakota,2019,09 Sep,Wine,14273,617880,2.31,,
Oregon,2019,09 Sep,Wine,180984,3547474,5.1,,
Texas,2019,09 Sep,Wine,643566,23257363,2.77,,
Virginia,2019,09 Sep,Wine,267308,7094962,3.77,,
Wisconsin,2019,09 Sep,Wine,152114,4851640,3.14,,
Alaska,2019,09 Sep,Beer,47988,589481,8.14,,
Arkansas,2019,09 Sep,Beer,199458,2476087,8.06,,
Colorado,2019,09 Sep,Beer,475862,4789291,9.94,,
Connecticut,2019,09 Sep,Beer,188063,3019188,6.23,,
Florida,2019,09 Sep,Beer,1355827,18207522,7.45,,
Illinois,2019,09 Sep,Beer,886170,10512479,8.43,,
Kansas,2019,09 Sep,Beer,249469,2371396,10.52,,
Kentucky,2019,09 Sep,Beer,218540,3691561,5.92,,
Massachusetts,2019,09 Sep,Beer,412770,5862386,7.04,,
Missouri,2019,09 Sep,Beer,467291,5077875,9.2,,
North Dakota,2019,09 Sep,Beer,71753,617880,11.61,,
Oregon,2019,09 Sep,Beer,432152,3547474,12.18,,
Texas,2019,09 Sep,Beer,2693362,23257363,11.58,,
Virginia,2019,09 Sep,Beer,547184,7094962,7.71,,
Alaska,2019,10 Oct,Spirits,62185,589481,10.55,,
Arkansas,2019,10 Oct,Spirits,142600,2476087,5.76,,
Colorado,2019,10 Oct,Spirits,520244,4789291,10.86,,
Connecticut,2019,10 Oct,Spirits,315674,3019188,10.46,,
Florida,2019,10 Oct,Spirits,1807521,18207522,9.93,,
Illinois,2019,10 Oct,Spirits,852140,10512479,8.11,,
Kansas,2019,10 Oct,Spirits,179878,2371396,7.59,,
Kentucky,2019,10 Oct,Spirits,394610,3691561,10.69,,
Louisiana,2019,10 Oct,Spirits,378550,3799736,9.96,,
Massachusetts,2019,10 Oct,Spirits,647885,5862386,11.05,,
Missouri,2019,10 Oct,Spirits,472996,5077875,9.31,,
North Dakota,2019,10 Oct,Spirits,76242,617880,12.34,,
Texas,2019,10 Oct,Spirits,1252118,23257363,5.38,,
Virginia,2019,10 Oct,Spirits,426412,7094962,6.01,,
Wisconsin,2019,10 Oct,Spirits,579318,4851640,11.94,,
Alaska,2019,10 Oct,Wine,24592,589481,4.17,,
Arkansas,2019,10 Oct,Wine,40566,2476087,1.64,,
Colorado,2019,10 Oct,Wine,222357,4789291,4.64,,
Connecticut,2019,10 Oct,Wine,176539,3019188,5.85,,
Florida,2019,10 Oct,Wine,861522,18207522,4.73,,
Illinois,2019,10 Oct,Wine,466298,10512479,4.44,,
Kentucky,2019,10 Oct,Wine,88101,3691561,2.39,,
Louisiana,2019,10 Oct,Wine,117680,3799736,3.1,,
Massachusetts,2019,10 Oct,Wine,342389,5862386,5.84,,
Missouri,2019,10 Oct,Wine,184148,5077875,3.63,,
North Dakota,2019,10 Oct,Wine,18255,617880,2.95,,
Oregon,2019,10 Oct,Wine,182489,3547474,5.14,,
Texas,2019,10 Oct,Wine,552957,23257363,2.38,,
Virginia,2019,10 Oct,Wine,316894,7094962,4.47,,
Wisconsin,2019,10 Oct,Wine,172803,4851640,3.56,,
Alaska,2019,10 Oct,Beer,47804,589481,8.11,,
Arkansas,2019,10 Oct,Beer,205787,2476087,8.31,,
Colorado,2019,10 Oct,Beer,466317,4789291,9.74,,
Connecticut,2019,10 Oct,Beer,195592,3019188,6.48,,
Florida,2019,10 Oct,Beer,1654790,18207522,9.09,,
Illinois,2019,10 Oct,Beer,938287,10512479,8.93,,
Kansas,2019,10 Oct,Beer,193769,2371396,8.17,,
Kentucky,2019,10 Oct,Beer,313791,3691561,8.5,,
Massachusetts,2019,10 Oct,Beer,360341,5862386,6.15,,
Missouri,2019,10 Oct,Beer,457584,5077875,9.01,,
North Dakota,2019,10 Oct,Beer,62336,617880,10.09,,
Oregon,2019,10 Oct,Beer,337978,3547474,9.53,,
Texas,2019,10 Oct,Beer,2209808,23257363,9.5,,
Virginia,2019,10 Oct,Beer,586718,7094962,8.27,,
Alaska,2019,11 Nov,Spirits,56012,589481,9.5,,
Arkansas,2019,11 Nov,Spirits,183515,2476087,7.41,,
Colorado,2019,11 Nov,Spirits,438208,4789291,9.15,,
Connecticut,2019,11 Nov,Spirits,297353,3019188,9.85,,
Florida,2019,11 Nov,Spirits,1741210,18207522,9.56,,
Illinois,2019,11 Nov,Spirits,787673,10512479,7.49,,
Kansas,2019,11 Nov,Spirits,192258,2371396,8.11,,
Kentucky,2019,11 Nov,Spirits,303697,3691561,8.23,,
Louisiana,2019,11 Nov,Spirits,345909,3799736,9.1,,
Massachusetts,2019,11 Nov,Spirits,479570,5862386,8.18,,
Missouri,2019,11 Nov,Spirits,536684,5077875,10.57,,
North Dakota,2019,11 Nov,Spirits,62840,617880,10.17,,
Texas,2019,11 Nov,Spirits,1518519,23257363,6.53,,
Virginia,2019,11 Nov,Spirits,481326,7094962,6.78,,
Wisconsin,2019,11 Nov,Spirits,605955,4851640,12.49,,
Alaska,2019,11 Nov,Wine,25264,589481,4.29,,
Arkansas,2019,11 Nov,Wine,53608,2476087,2.17,,
Colorado,2019,11 Nov,Wine,205497,4789291,4.29,,
Connecticut,2019,11 Nov,Wine,177342,3019188,5.87,,
Florida,2019,11 Nov,Wine,952212,18207522,5.23,,
Illinois,2019,11 Nov,Wine,435762,10512479,4.15,,
Kentucky,2019,11 Nov,Wine,74892,3691561,2.03,,
Louisiana,2019,11 Nov,Wine,121305,3799736,3.19,,
Massachusetts,2019,11 Nov,Wine,312366,5862386,5.33,,
Missouri,2019,11 Nov,Wine,167768,5077875,3.3,,
North Dakota,2019,11 Nov,Wine,21765,617880,3.52,,
Oregon,2019,11 Nov,Wine,150200,3547474,4.23,,
Texas,2019,11 Nov,Wine,656519,23257363,2.82,,
Virginia,2019,11 Nov,Wine,319904,7094962,4.51,,
Wisconsin,2019,11 Nov,Wine,188741,4851640,3.89,,
Alaska,2019,11 Nov,Beer,42866,589481,7.27,,
Arkansas,2019,11 Nov,Beer,192113,2476087,7.76,,
Colorado,2019,11 Nov,Beer,419697,4789291,8.76,,
Connecticut,2019,11 Nov,Beer,183021,3019188,6.06,,
Florida,2019,11 Nov,Beer,1557307,18207522,8.55,,
Illinois,2019,11 Nov,Beer,859161,10512479,8.17,,
Kansas,2019,11 Nov,Beer,201894,2371396,8.51,,
Kentucky,2019,11 Nov,Beer,350040,3691561,9.48,,
Massachusetts,2019,11 Nov,Beer,383451,5862386,6.54,,
Missouri,2019,11 Nov,Beer,420943,5077875,8.29,,
North Dakota,2019,11 Nov,Beer,68253,617880,11.05,,
Oregon,2019,11 Nov,Beer,311962,3547474,8.79,,
Texas,2019,11 Nov,Beer,2482509,23257363,10.67,,
Virginia,2019,11 Nov,Beer,518639,7094962,7.31,,
Alaska,2019,12 Dec,Spirits,66386,589481,11.26,,
Arkansas,2019,12 Dec,Spirits,168261,2476087,6.8,,
Colorado,2019,12 Dec,Spirits,484117,4789291,10.11,,
Connecticut,2019,12 Dec,Spirits,285178,3019188,9.45,,
Florida,2019,12 Dec,Spirits,2394265,18207522,13.15,,
Illinois,2019,12 Dec,Spirits,1107279,10512479,10.53,,
Kansas,2019,12 Dec,Spirits,168627,2371396,7.11,,
Kentucky,2019,12 Dec,Spirits,274656,3691561,7.44,,
Louisiana,2019,12 Dec,Spirits,423955,3799736,11.16,,
Massachusetts,2019,12 Dec,Spirits,753136,5862386,12.85,,
Missouri,2019,12 Dec,Spirits,514530,5077875,10.13,,
North Dakota,2019,12 Dec,Spirits,93379,617880,15.11,,
Texas,2019,12 Dec,Spirits,1547600,23257363,6.65,,
Virginia,2019,12 Dec,Spirits,549479,7094962,7.74,,
Wisconsin,2019,12 Dec,Spirits,519293,4851640,10.7,,
Alaska,2019,12 Dec,Wine,27436,589481,4.65,,
Arkansas,2019,12 Dec,Wine,49695,2476087,2.01,,
Colorado,2019,12 Dec,Wine,193126,4789291,4.03,,
Connecticut,2019,12 Dec,Wine,171714,3019188,5.69,,
Florida,2019,12 Dec,Wine,957826,18207522,5.26,,
Illinois,2019,12 Dec,Wine,551701,10512479,5.25,,
Kentucky,2019,12 Dec,Wine,72609,3691561,1.97,,
Louisiana,2019,12 Dec,Wine,141850,3799736,3.73,,
Massachusetts,2019,12 Dec,Wine,440438,5862386,7.51,,
Missouri,2019,12 Dec,Wine,174850,5077875,3.44,,
North Dakota,2019,12 Dec,Wine,27278,617880,4.41,,
Oregon,2019,12 Dec,Wine,174740,3547474,4.93,,
Texas,2019,12 Dec,Wine,703307,23257363,3.02,,
Virginia,2019,12 Dec,Wine,355691,7094962,5.01,,
Wisconsin,2019,12 Dec,Wine,160161,4851640,3.3,,
Alaska,2019,12 Dec,Beer,43548,589481,7.39,,
Arkansas,2019,12 Dec,Beer,156961,2476087,6.34,,
Colorado,2019,12 Dec,Beer,427653,4789291,8.93,,
Connecticut,2019,12 Dec,Beer,202486,3019188,6.71,,
Florida,2019,12 Dec,Beer,1673678,18207522,9.19,,
Illinois,2019,12 Dec,Beer,952960,10512479,9.07,,
Kansas,2019,12 Dec,Beer,169854,2371396,7.16,,
Kentucky,2019,12 Dec,Beer,259000,3691561,7.02,,
Massachusetts,2019,12 Dec,Beer,405733,5862386,6.92,,
Missouri,2019,12 Dec,Beer,429644,5077875,8.46,,
North Dakota,2019,12 Dec,Beer,71188,617880,11.52,,
Oregon,2019,12 Dec,Beer,307802,3547474,8.68,,
Texas,2019,12 Dec,Beer,2192640,23257363,9.43,,
Virginia,2019,12 Dec,Beer,544450,7094962,7.67,,
Alaska,2020,01 Jan,Spirits,50095,589481,8.5,7.3,0.1643
Arkansas,2020,01 Jan,Spirits,133955,2476087,5.41,5.98,-0.0959
Colorado,2020,01 Jan,Spirits,368544,4789291,7.7,7.09,0.0854
Connecticut,2020,01 Jan,Spirits,269886,3019188,8.94,6.7,0.3332
Florida,2020,01 Jan,Spirits,1423536,18207522,7.82,6.92,0.1299
Illinois,2020,01 Jan,Spirits,528950,10512479,5.03,4.28,0.1746
Kansas,2020,01 Jan,Spirits,147040,2371396,6.2,6.39,-0.0289
Kentucky,2020,01 Jan,Spirits,376194,3691561,10.19,9.89,0.0309
Louisiana,2020,01 Jan,Spirits,306242,3799736,8.06,6.93,0.1638
Massachusetts,2020,01 Jan,Spirits,318704,5862386,5.44,4.39,0.2377
Missouri,2020,01 Jan,Spirits,339394,5077875,6.68,5.82,0.1491
North Dakota,2020,01 Jan,Spirits,52687,617880,8.53,8.59,-0.0068
Texas,2020,01 Jan,Spirits,1913050,23257363,8.23,7.41,0.1105
Virginia,2020,01 Jan,Spirits,378039,7094962,5.33,4.87,0.0949
Wisconsin,2020,01 Jan,Spirits,618717,4851640,12.75,12.0,0.0631
Alaska,2020,01 Jan,Wine,18485,589481,3.14,3.13,0.0004
Arkansas,2020,01 Jan,Wine,55650,2476087,2.25,2.22,0.0111
Colorado,2020,01 Jan,Wine,163095,4789291,3.41,3.3,0.031
Connecticut,2020,01 Jan,Wine,171461,3019188,5.68,4.28,0.3274
Florida,2020,01 Jan,Wine,774290,18207522,4.25,4.34,-0.0202
Illinois,2020,01 Jan,Wine,303220,10512479,2.88,2.66,0.086
Kentucky,2020,01 Jan,Wine,94482,3691561,2.56,2.84,-0.0984
Louisiana,2020,01 Jan,Wine,101921,3799736,2.68,2.37,0.1309
Massachusetts,2020,01 Jan,Wine,189921,5862386,3.24,3.1,0.0439
Missouri,2020,01 Jan,Wine,162587,5077875,3.2,2.86,0.1183
North Dakota,2020,01 Jan,Wine,11672,617880,1.89,1.99,-0.0527
Oregon,2020,01 Jan,Wine,195733,3547474,5.52,5.27,0.0463
Texas,2020,01 Jan,Wine,815334,23257363,3.51,3.34,0.0488
Virginia,2020,01 Jan,Wine,263006,7094962,3.71,3.63,0.0214
Wisconsin,2020,01 Jan,Wine,167404,4851640,3.45,3.36,0.0266
Alaska,2020,01 Jan,Beer,39292,589481,6.67,6.38,0.0448
Arkansas,2020,01 Jan,Beer,137573,2476087,5.56,5.73,-0.0311
Colorado,2020,01 Jan,Beer,401144,4789291,8.38,8.35,0.0026
Connecticut,2020,01 Jan,Beer,193117,3019188,6.4,5.59,0.1442
Florida,2020,01 Jan,Beer,1541712,18207522,8.47,7.81,0.0839
Illinois,2020,01 Jan,Beer,778366,10512479,7.4,6.82,0.0863
Kansas,2020,01 Jan,Beer,190078,2371396,8.02,7.18,0.1171
Kentucky,2020,01 Jan,Beer,246475,3691561,6.68,6.57,0.0156
Massachusetts,2020,01 Jan,Beer,395278,5862386,6.74,6.5,0.037000000000000005
Missouri,2020,01 Jan,Beer,376158,5077875,7.41,7.9,-0.0625
North Dakota,2020,01 Jan,Beer,72234,617880,11.69,11.38,0.0271
Oregon,2020,01 Jan,Beer,272988,3547474,7.7,8.05,-0.0446
Texas,2020,01 Jan,Beer,2482631,23257363,10.67,10.09,0.0582
Virginia,2020,01 Jan,Beer,493631,7094962,6.96,6.69,0.0405
Alaska,2020,02 Feb,Spirits,51290,589481,8.7,8.29,0.049
Arkansas,2020,02 Feb,Spirits,123075,2476087,4.97,4.53,0.0968
Colorado,2020,02 Feb,Spirits,418275,4789291,8.73,8.34,0.0471
Connecticut,2020,02 Feb,Spirits,255098,3019188,8.45,8.05,0.0496
Florida,2020,02 Feb,Spirits,1531115,18207522,8.41,7.83,0.0735
Illinois,2020,02 Feb,Spirits,654331,10512479,6.22,5.74,0.0837
Kansas,2020,02 Feb,Spirits,135840,2371396,5.73,5.86,-0.0221
Kentucky,2020,02 Feb,Spirits,198494,3691561,5.38,4.5,0.1949
Louisiana,2020,02 Feb,Spirits,338789,3799736,8.92,7.33,0.2163
Massachusetts,2020,02 Feb,Spirits,379509,5862386,6.47,5.87,0.10300000000000001
Missouri,2020,02 Feb,Spirits,423234,5077875,8.33,7.52,0.1087
North Dakota,2020,02 Feb,Spirits,60399,617880,9.78,9.68,0.0101
Texas,2020,02 Feb,Spirits,1364960,23257363,5.87,5.61,0.0456
Virginia,2020,02 Feb,Spirits,397254,7094962,5.6,4.96,0.1281
Wisconsin,2020,02 Feb,Spirits,444990,4851640,9.17,7.3,0.2561
Alaska,2020,02 Feb,Wine,23657,589481,4.01,3.66,0.0974
Arkansas,2020,02 Feb,Wine,45352,2476087,1.83,1.99,-0.0776
Colorado,2020,02 Feb,Wine,185554,4789291,3.87,4.09,-0.0523
Connecticut,2020,02 Feb,Wine,117996,3019188,3.91,4.39,-0.109
Florida,2020,02 Feb,Wine,898518,18207522,4.93,4.53,0.08900000000000001
Illinois,2020,02 Feb,Wine,342189,10512479,3.26,3.28,-0.008
Kentucky,2020,02 Feb,Wine,49299,3691561,1.34,1.29,0.0322
Louisiana,2020,02 Feb,Wine,108200,3799736,2.85,2.51,0.134
Massachusetts,2020,02 Feb,Wine,238602,5862386,4.07,4.27,-0.0463
Missouri,2020,02 Feb,Wine,135429,5077875,2.67,2.96,-0.099
North Dakota,2020,02 Feb,Wine,12508,617880,2.02,2.23,-0.0911
Oregon,2020,02 Feb,Wine,160589,3547474,4.53,4.2,0.0772
Texas,2020,02 Feb,Wine,593730,23257363,2.55,2.71,-0.0589
Virginia,2020,02 Feb,Wine,258238,7094962,3.64,3.57,0.0196
Wisconsin,2020,02 Feb,Wine,131102,4851640,2.7,2.93,-0.0767
Alaska,2020,02 Feb,Beer,36320,589481,6.16,6.2,-0.0065
Arkansas,2020,02 Feb,Beer,154463,2476087,6.24,6.24,-0.0007
Colorado,2020,02 Feb,Beer,352940,4789291,7.37,7.47,-0.013999999999999999
Connecticut,2020,02 Feb,Beer,148211,3019188,4.91,5.12,-0.0403
Florida,2020,02 Feb,Beer,1397338,18207522,7.67,7.98,-0.0382
Illinois,2020,02 Feb,Beer,653075,10512479,6.21,6.96,-0.1078
Kansas,2020,02 Feb,Beer,206563,2371396,8.71,7.51,0.1603
Kentucky,2020,02 Feb,Beer,253701,3691561,6.87,4.63,0.4853
Massachusetts,2020,02 Feb,Beer,360084,5862386,6.14,5.96,0.0298
Missouri,2020,02 Feb,Beer,391154,5077875,7.7,6.46,0.1926
North Dakota,2020,02 Feb,Beer,63119,617880,10.22,9.91,0.0311
Oregon,2020,02 Feb,Beer,307897,3547474,8.68,8.65,0.0036
Texas,2020,02 Feb,Beer,2024152,23257363,8.7,8.13,0.0706
Virginia,2020,02 Feb,Beer,424059,7094962,5.98,6.33,-0.0555
Alaska,2020,03 Mar,Spirits,73276,589481,12.43,10.1,0.2311
Arkansas,2020,03 Mar,Spirits,130426,2476087,5.27,5.25,0.0034
Colorado,2020,03 Mar,Spirits,563111,4789291,11.76,10.06,0.1684
Connecticut,2020,03 Mar,Spirits,259184,3019188,8.58,7.82,0.0983
Florida,2020,03 Mar,Spirits,2146372,18207522,11.79,9.93,0.1871
Illinois,2020,03 Mar,Spirits,755154,10512479,7.18,6.83,0.0517
Kansas,2020,03 Mar,Spirits,172643,2371396,7.28,5.9,0.2347
Kentucky,2020,03 Mar,Spirits,231610,3691561,6.27,6.36,-0.0134
Louisiana,2020,03 Mar,Spirits,329317,3799736,8.67,7.86,0.1028
Massachusetts,2020,03 Mar,Spirits,506475,5862386,8.64,8.18,0.0562
Missouri,2020,03 Mar,Spirits,530916,5077875,10.46,8.64,0.2095
North Dakota,2020,03 Mar,Spirits,83385,617880,13.5,10.28,0.3128
Texas,2020,03 Mar,Spirits,1288178,23257363,5.54,5.01,0.1061
Virginia,2020,03 Mar,Spirits,496560,7094962,7.0,5.73,0.2206
Wisconsin,2020,03 Mar,Spirits,398608,4851640,8.22,9.59,-0.1433
Alaska,2020,03 Mar,Wine,26087,589481,4.43,4.09,0.0808
Arkansas,2020,03 Mar,Wine,43576,2476087,1.76,1.63,0.0821
Colorado,2020,03 Mar,Wine,222628,4789291,4.65,4.05,0.1481
Connecticut,2020,03 Mar,Wine,162915,3019188,5.4,5.1,0.0572
Florida,2020,03 Mar,Wine,938888,18207522,5.16,4.86,0.0619
Illinois,2020,03 Mar,Wine,408585,10512479,3.89,3.51,0.1087
Kentucky,2020,03 Mar,Wine,66694,3691561,1.81,1.43,0.263
Louisiana,2020,03 Mar,Wine,113658,3799736,2.99,2.64,0.1341
Massachusetts,2020,03 Mar,Wine,302288,5862386,5.16,5.15,0.0011
Missouri,2020,03 Mar,Wine,160152,5077875,3.15,3.22,-0.0209
North Dakota,2020,03 Mar,Wine,17478,617880,2.83,2.61,0.0839
Oregon,2020,03 Mar,Wine,122928,3547474,3.47,3.78,-0.0835
Texas,2020,03 Mar,Wine,602944,23257363,2.59,2.62,-0.0089
Virginia,2020,03 Mar,Wine,321274,7094962,4.53,3.89,0.1629
Wisconsin,2020,03 Mar,Wine,125126,4851640,2.58,2.63,-0.0208
Alaska,2020,03 Mar,Beer,48015,589481,8.15,7.97,0.0225
Arkansas,2020,03 Mar,Beer,145589,2476087,5.88,6.66,-0.1175
Colorado,2020,03 Mar,Beer,463734,4789291,9.68,8.94,0.0832
Connecticut,2020,03 Mar,Beer,182565,3019188,6.05,6.09,-0.0072
Florida,2020,03 Mar,Beer,1753257,18207522,9.63,9.91,-0.0287
Illinois,2020,03 Mar,Beer,857698,10512479,8.16,8.51,-0.0408
Kansas,2020,03 Mar,Beer,172777,2371396,7.29,6.57,0.1084
Kentucky,2020,03 Mar,Beer,262079,3691561,7.1,7.24,-0.019
Massachusetts,2020,03 Mar,Beer,383511,5862386,6.54,7.43,-0.1195
Missouri,2020,03 Mar,Beer,456674,5077875,8.99,10.89,-0.1743
North Dakota,2020,03 Mar,Beer,72420,617880,11.72,11.84,-0.0101
Oregon,2020,03 Mar,Beer,210071,3547474,5.92,8.28,-0.2845
Texas,2020,03 Mar,Beer,1635992,23257363,7.03,8.18,-0.1397
Virginia,2020,03 Mar,Beer,546917,7094962,7.71,7.45,0.0346
Alaska,2020,04 Apr,Spirits,56477,589481,9.58,9.19,0.0424
Arkansas,2020,04 Apr,Spirits,146139,2476087,5.9,5.93,-0.0045
Colorado,2020,04 Apr,Spirits,487857,4789291,10.19,8.74,0.1652
Connecticut,2020,04 Apr,Spirits,221183,3019188,7.33,7.84,-0.066
Florida,2020,04 Apr,Spirits,1438027,18207522,7.9,7.92,-0.0034
Illinois,2020,04 Apr,Spirits,663382,10512479,6.31,6.27,0.0069
Kansas,2020,04 Apr,Spirits,179460,2371396,7.57,6.56,0.1533
Kentucky,2020,04 Apr,Spirits,315002,3691561,8.53,7.21,0.184
Louisiana,2020,04 Apr,Spirits,320160,3799736,8.43,8.25,0.0208
Massachusetts,2020,04 Apr,Spirits,529555,5862386,9.03,7.55,0.1959
