State,Year,Month,Beverage,Ethanol,Population,PerCapita,PerCapita3yr,PctChange,date,Positive COVID Tests,Total COVID Tests,Day,COVID Positivity Rate
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/11/2020,131327.0,1123051.0,11,11.693769917839884
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/10/2020,130561.0,1100726.0,10,11.861353324987327
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/9/2020,129936.0,1079906.0,9,12.03215835452345
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/8/2020,129139.0,1059597.0,8,12.18755809991912
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/7/2020,127757.0,1042774.0,7,12.251648008101467
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/6/2020,126890.0,1022074.0,6,12.414952342002634
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/5/2020,125915.0,1000919.0,5,12.579939036025891
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/4/2020,124759.0,982016.0,4,12.704375488790406
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/3/2020,123830.0,959175.0,3,12.91005291005291
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/2/2020,122848.0,934704.0,2,13.142984303052089
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/1/2020,121234.0,918273.0,1,13.20239188128149
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/30/2020,15624.0,370400.0,30,4.218142548596112
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/29/2020,15347.0,360929.0,29,4.252082819612721
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/28/2020,15232.0,357928.0,28,4.255604479113117
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/27/2020,14859.0,350296.0,27,4.24184118574006
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/26/2020,14859.0,350296.0,26,4.24184118574006
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/25/2020,14617.0,342447.0,25,4.268397737460104
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/24/2020,14363.0,335276.0,24,4.283933237094215
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/23/2020,14141.0,330889.0,23,4.273638591793623
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/22/2020,13839.0,321642.0,22,4.302609733803421
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/21/2020,13750.0,316784.0,21,4.340496994797717
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/20/2020,13630.0,316784.0,20,4.30261629375221
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/19/2020,13454.0,310870.0,19,4.327854086917362
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/18/2020,13197.0,306029.0,18,4.312336412562208
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/17/2020,12995.0,299520.0,17,4.33860844017094
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/16/2020,12829.0,294700.0,16,4.353240583644384
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/15/2020,12647.0,295530.0,15,4.279430176293439
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/14/2020,12445.0,294265.0,14,4.229181180228705
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/13/2020,12445.0,294265.0,13,4.229181180228705
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/12/2020,11945.0,280786.0,12,4.254129479389998
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/11/2020,11945.0,280786.0,11,4.254129479389998
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/10/2020,11883.0,274107.0,10,4.335168383149646
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/9/2020,11708.0,259649.0,9,4.509164294875005
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/8/2020,11476.0,252593.0,8,4.543277129611668
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/7/2020,11287.0,248806.0,7,4.536466162391582
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/6/2020,11287.0,248806.0,6,4.536466162391582
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/5/2020,10977.0,242174.0,5,4.532691370667371
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/4/2020,10705.0,235925.0,4,4.537458938221892
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/3/2020,10410.0,232199.0,3,4.483223441961421
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/2/2020,10185.0,227056.0,2,4.48567754210415
Kentucky,2020,06 Jun,Wine,74745,3691561,0.0202,0.0193,0.0508,6/1/2020,10046.0,215853.0,1,4.654093294973894
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/30/2020,58095.0,728511.0,30,7.974484942574649
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/29/2020,57081.0,704637.0,29,8.100766777787712
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/28/2020,56236.0,696111.0,28,8.07859666059005
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/27/2020,54769.0,678006.0,27,8.07795211251818
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/26/2020,54769.0,678006.0,26,8.07795211251818
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/25/2020,53415.0,660665.0,25,8.085035532380253
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/24/2020,52477.0,648505.0,24,8.091996206659934
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/23/2020,51595.0,635939.0,23,8.113199536433525
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/22/2020,50239.0,618064.0,22,8.128446245049057
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/21/2020,49778.0,610812.0,21,8.149479708977559
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/20/2020,49385.0,604816.0,20,8.165293246210418
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/19/2020,48515.0,590909.0,19,8.21023203234339
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/18/2020,48634.0,545221.0,18,8.920052602522647
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/17/2020,48634.0,545221.0,17,8.920052602522647
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/16/2020,47706.0,532717.0,16,8.955223880597014
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/15/2020,47172.0,518725.0,15,9.093835847510723
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/14/2020,46619.0,509332.0,14,9.152968986829809
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/13/2020,46283.0,504383.0,13,9.176161765959598
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/12/2020,44995.0,479534.0,12,9.383067728252845
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/11/2020,44472.0,469673.0,11,9.468715467995818
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/10/2020,44030.0,460120.0,10,9.569242806224464
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/9/2020,43612.0,453668.0,9,9.613197316098997
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/8/2020,43050.0,442602.0,8,9.726571502162214
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/7/2020,42816.0,434065.0,7,9.86396046675037
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/6/2020,42486.0,428069.0,6,9.925035449892423
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/5/2020,41989.0,420786.0,5,9.978706515901195
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/4/2020,41562.0,411186.0,4,10.107834410704644
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/3/2020,41133.0,402087.0,3,10.229875623932134
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/2/2020,40746.0,393133.0,2,10.364431375641322
Louisiana,2020,06 Jun,Wine,107478,3799736,0.0283,0.0267,0.0586,6/1/2020,40341.0,387370.0,1,10.414074399153264
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/30/2020,108882.0,1103550.0,30,9.866521680032623
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/29/2020,108768.0,1087438.0,29,10.002225414230512
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/28/2020,108667.0,1071326.0,28,10.14322437801379
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/27/2020,108443.0,1065078.0,27,10.181695612903468
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/26/2020,108070.0,1057242.0,26,10.221879191329894
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/25/2020,107837.0,1044011.0,25,10.329105727813213
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/24/2020,107611.0,1031365.0,24,10.433842529075546
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/23/2020,107439.0,1017367.0,23,10.560495868255998
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/22/2020,107210.0,1003300.0,22,10.685737067676666
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/21/2020,107061.0,989710.0,21,10.817411160845095
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/20/2020,106936.0,984482.0,20,10.862158983099741
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/19/2020,106650.0,977274.0,19,10.913009043523106
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/18/2020,106422.0,965653.0,18,11.020728978214741
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/17/2020,106151.0,948313.0,17,11.193667069838757
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/16/2020,105885.0,930421.0,16,11.380332129218923
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/15/2020,105690.0,916721.0,15,11.529134818554391
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/14/2020,105603.0,902595.0,14,11.699931863127981
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/13/2020,105395.0,897556.0,13,11.74244281136776
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/12/2020,105059.0,891121.0,12,11.789532510175386
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/11/2020,104667.0,878117.0,11,11.919482255781405
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/10/2020,104156.0,865036.0,10,12.040654955400699
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/9/2020,103889.0,851600.0,9,12.19927195866604
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/8/2020,103626.0,837245.0,8,12.377022257523187
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/7/2020,103436.0,823299.0,7,12.563600830318025
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/6/2020,103132.0,818324.0,6,12.602832130060953
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/5/2020,102557.0,812059.0,5,12.62925477089719
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/4/2020,102063.0,800535.0,4,12.749348872941221
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/3/2020,101592.0,788511.0,3,12.884030787141839
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/2/2020,101163.0,775400.0,2,13.04655661594016
Massachusetts,2020,06 Jun,Wine,382119,5862386,0.0652,0.0697,-0.0644,6/1/2020,100805.0,762326.0,1,13.223345392915892
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/30/2020,21551.0,424214.0,30,5.08021894609796
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/29/2020,21043.0,424214.0,29,4.960468065646113
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/28/2020,20575.0,424214.0,28,4.85014638837945
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/27/2020,20261.0,424214.0,27,4.776127143375749
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/26/2020,19914.0,424214.0,26,4.69432880574427
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/25/2020,19421.0,327024.0,25,5.938707862419883
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/24/2020,18868.0,327024.0,24,5.769607123636185
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/23/2020,18143.0,382610.0,23,4.741904288962651
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/22/2020,18143.0,270232.0,22,6.713860682672666
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/21/2020,18003.0,270232.0,21,6.6620533467539005
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/20/2020,17590.0,270232.0,20,6.50922170579354
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/19/2020,17201.0,270232.0,19,6.365271322419254
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/18/2020,16908.0,270232.0,18,6.256845969389266
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/17/2020,16625.0,270232.0,17,6.152121140353474
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/16/2020,16414.0,270232.0,16,6.0740400840759055
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/15/2020,16189.0,270232.0,15,5.99077829420646
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/14/2020,15810.0,270232.0,14,5.850528434826371
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/13/2020,15810.0,270232.0,13,5.850528434826371
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/12/2020,15585.0,270232.0,12,5.767266644956926
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/11/2020,15390.0,270232.0,11,5.695106427070073
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/10/2020,15187.0,270232.0,10,5.6199857899878625
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/9/2020,14913.0,270232.0,9,5.518591432546849
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/8/2020,14734.0,270232.0,8,5.452352053050713
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/7/2020,14553.0,270232.0,7,5.385372568755735
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/6/2020,14442.0,270232.0,6,5.344296752420143
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/5/2020,14253.0,254990.0,5,5.589630965920232
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/4/2020,14057.0,183650.0,4,7.65423359651511
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/3/2020,13767.0,183650.0,3,7.496324530356658
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/2/2020,13575.0,183650.0,2,7.391777838279336
Missouri,2020,06 Jun,Wine,171219,5077875,0.0337,0.0327,0.0327,6/1/2020,13327.0,183650.0,1,7.256738361012796
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/30/2020,3574.0,178468.0,30,2.0025999058654773
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/29/2020,3536.0,176775.0,29,2.0002828454249753
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/28/2020,3490.0,173483.0,28,2.011724491736943
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/27/2020,3455.0,170374.0,27,2.0278915797011283
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/26/2020,3418.0,166289.0,26,2.055457667073589
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/25/2020,3390.0,161946.0,25,2.0932903560446072
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/24/2020,3358.0,159052.0,24,2.111259210824133
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/23/2020,3317.0,155189.0,23,2.13739375857825
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/22/2020,3310.0,154869.0,22,2.1372902259328854
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/21/2020,3285.0,152685.0,21,2.15148835838491
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/20/2020,3248.0,148824.0,20,2.182443691877654
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/19/2020,3223.0,144928.0,19,2.2238628836387724
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/18/2020,3191.0,141150.0,18,2.2607155508324475
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/17/2020,3162.0,137063.0,17,2.30696832843291
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/16/2020,3123.0,132720.0,16,2.3530741410488245
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/15/2020,3100.0,130950.0,15,2.3673157693776252
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/14/2020,3078.0,128955.0,14,2.3868791438874024
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/13/2020,3056.0,126897.0,13,2.408252362151982
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/12/2020,3014.0,123650.0,12,2.4375252729478367
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/11/2020,2978.0,120318.0,11,2.4751076314433416
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/10/2020,2940.0,117015.0,10,2.512498397641328
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/9/2020,2900.0,114250.0,9,2.538293216630197
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/8/2020,2878.0,112648.0,8,2.554861160428947
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/7/2020,2859.0,111261.0,7,2.56963356432173
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/6/2020,2815.0,109014.0,6,2.582237143853083
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/5/2020,2744.0,105094.0,5,2.6109958703636744
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/4/2020,2704.0,102544.0,4,2.636916835699797
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/3/2020,2678.0,99073.0,3,2.7030573415562262
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/2/2020,2645.0,96505.0,2,2.740790632609709
North Dakota,2020,06 Jun,Wine,18461,617880,0.0299,0.0251,0.1911,6/1/2020,2623.0,94967.0,1,2.762012067349711
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/30/2020,8656.0,237634.0,30,3.6425763990001427
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/29/2020,8485.0,235133.0,29,3.608595986101483
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/28/2020,8341.0,227870.0,28,3.6604204151489883
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/27/2020,8094.0,227623.0,27,3.5558796782398967
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/26/2020,7818.0,216868.0,26,3.6049578545474663
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/25/2020,7568.0,216618.0,25,3.4937078174482266
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/24/2020,7444.0,214008.0,24,3.4783746402003666
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/23/2020,7274.0,210712.0,23,3.4521052431755193
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/22/2020,7083.0,206628.0,22,3.4278994134386434
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/21/2020,6937.0,202611.0,21,3.423802261476425
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/20/2020,6750.0,194095.0,20,3.477678456425977
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/19/2020,6572.0,193917.0,19,3.3890788326964625
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/18/2020,6366.0,189136.0,18,3.365831993909145
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/17/2020,6218.0,184350.0,17,3.3729319229726067
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/16/2020,6098.0,179538.0,16,3.3964954494313178
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/15/2020,5820.0,176136.0,15,3.3042648862242814
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/14/2020,5636.0,173882.0,14,3.2412785682244283
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/13/2020,5535.0,170479.0,13,3.2467342018665057
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/12/2020,5377.0,166189.0,12,3.235472865231754
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/11/2020,5237.0,161804.0,11,3.236631974487652
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/10/2020,5060.0,156758.0,10,3.2279054338534556
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/9/2020,4988.0,153617.0,9,3.2470364608083737
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/8/2020,4922.0,149879.0,8,3.2839824124794
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/7/2020,4808.0,148400.0,7,3.23989218328841
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/6/2020,4662.0,146159.0,6,3.1896769956006814
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/5/2020,4570.0,143246.0,5,3.190315959956997
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/4/2020,4474.0,139312.0,4,3.2114964970713222
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/3/2020,4399.0,136668.0,3,3.2187490853747764
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/2/2020,4335.0,134209.0,2,3.23003673375109
Oregon,2020,06 Jun,Wine,155041,3547474,0.0437,0.0407,0.0744,6/1/2020,4302.0,131618.0,1,3.2685498943913447
Texas,2020,06 Jun,Wine,711876,23257363,0.0306,0.0289,0.0598,6/30/2020,159986.0,1869282.0,30,8.55868723927155
Texas,2020,06 Jun,Wine,711876,23257363,0.0306,0.0289,0.0598,6/29/2020,153011.0,1819189.0,29,8.410945756598133
Texas,2020,06 Jun,Wine,711876,23257363,0.0306,0.0289,0.0598,6/28/2020,148728.0,1775219.0,28,8.378008572463454
Texas,2020,06 Jun,Wine,711876,23257363,0.0306,0.0289,0.0598,6/27/2020,143371.0,1722826.0,27,8.32185026230159
Texas,2020,06 Jun,Wine,711876,23257363,0.0306,0.0289,0.0598,6/26/2020,137624.0,1697334.0,26,8.108245047822054
Texas,2020,06 Jun,Wine,711876,23257363,0.0306,0.0289,0.0598,6/25/2020,131917.0,1659340.0,25,7.949968059589957
Texas,2020,06 Jun,Wine,711876,23257363,0.0306,0.0289,0.0598,6/24/2020,125921.0,1630258.0,24,7.723992153389219
Texas,2020,06 Jun,Wine,711876,23257363,0.0306,0.0289,0.0598,6/23/2020,120370.0,1597290.0,23,7.535888911844436
Texas,2020,06 Jun,Wine,711876,23257363,0.0306,0.0289,0.0598,6/22/2020,114881.0,1549009.0,22,7.4164191428196995
Texas,2020,06 Jun,Wine,711876,23257363,0.0306,0.0289,0.0598,6/21/2020,111601.0,1526180.0,21,7.312440210198011
