State,Year,Month,Beverage,Ethanol,Population,PerCapita,PerCapita3yr,PctChange,date,Positive COVID Tests,Total COVID Tests,Day,COVID Positivity Rate
North Dakota,2020,06 Jun,Spirits,96115,617880,0.1556,0.1332,0.168,6/4/2020,2704.0,102544.0,4,2.636916835699797
North Dakota,2020,06 Jun,Spirits,96115,617880,0.1556,0.1332,0.168,6/3/2020,2678.0,99073.0,3,2.7030573415562262
North Dakota,2020,06 Jun,Spirits,96115,617880,0.1556,0.1332,0.168,6/2/2020,2645.0,96505.0,2,2.740790632609709
North Dakota,2020,06 Jun,Spirits,96115,617880,0.1556,0.1332,0.168,6/1/2020,2623.0,94967.0,1,2.762012067349711
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/30/2020,159986.0,1869282.0,30,8.55868723927155
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/29/2020,153011.0,1819189.0,29,8.410945756598133
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/28/2020,148728.0,1775219.0,28,8.378008572463454
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/27/2020,143371.0,1722826.0,27,8.32185026230159
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/26/2020,137624.0,1697334.0,26,8.108245047822054
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/25/2020,131917.0,1659340.0,25,7.949968059589957
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/24/2020,125921.0,1630258.0,24,7.723992153389219
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/23/2020,120370.0,1597290.0,23,7.535888911844436
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/22/2020,114881.0,1549009.0,22,7.4164191428196995
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/21/2020,111601.0,1526180.0,21,7.312440210198011
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/20/2020,107735.0,1463398.0,20,7.361975347786453
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/19/2020,103305.0,1423914.0,19,7.2550027599981455
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/18/2020,99851.0,1407741.0,18,7.092995089295545
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/17/2020,96335.0,1369638.0,17,7.033610340834586
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/16/2020,93206.0,1348442.0,16,6.91212525269904
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/15/2020,89108.0,1314761.0,15,6.777505569453307
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/14/2020,87854.0,1295983.0,14,6.778946946063336
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/13/2020,86011.0,1260319.0,13,6.824542040546877
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/12/2020,83680.0,1226957.0,12,6.8201249106529405
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/11/2020,81583.0,1206320.0,11,6.762965050732807
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/10/2020,79757.0,1161087.0,10,6.869166565468393
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/9/2020,77253.0,1147355.0,9,6.733138392215138
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/8/2020,75616.0,1120316.0,8,6.749524241374755
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/7/2020,74978.0,1100446.0,7,6.813419286362075
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/6/2020,73553.0,1093277.0,6,6.727755180068728
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/5/2020,71613.0,1061576.0,5,6.745913622764645
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/4/2020,69920.0,1038555.0,4,6.732431118236396
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/3/2020,68271.0,1006768.0,3,6.781204805873846
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/2/2020,66568.0,986224.0,2,6.749785038693035
Texas,2020,06 Jun,Spirits,1654885,23257363,0.0712,0.063,0.1286,6/1/2020,64880.0,970031.0,1,6.688446039353381
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/30/2020,62787.0,655404.0,30,9.579892707398795
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/29/2020,62189.0,645759.0,29,9.63037294098882
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/28/2020,61736.0,636714.0,28,9.696033069792717
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/27/2020,61247.0,626022.0,27,9.783521984850372
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/26/2020,60570.0,615504.0,26,9.840715901115184
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/25/2020,59946.0,603811.0,25,9.927941027904428
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/24/2020,59514.0,592071.0,24,10.051834999518638
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/23/2020,58994.0,581308.0,23,10.148492709544682
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/22/2020,58465.0,573171.0,22,10.20027182114936
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/21/2020,57994.0,564397.0,21,10.275391258280962
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/20/2020,57443.0,550142.0,20,10.4414860163376
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/19/2020,56793.0,541308.0,19,10.491808729965195
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/18/2020,56238.0,531435.0,18,10.58229134324988
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/17/2020,55775.0,520100.0,17,10.723899250144203
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/16/2020,55331.0,509881.0,16,10.85174776075202
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/15/2020,54886.0,502392.0,15,10.924935110431695
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/14/2020,54506.0,493715.0,14,11.039972453743555
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/13/2020,53869.0,484215.0,13,11.125016779736274
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/12/2020,53211.0,473654.0,12,11.23414982244423
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/11/2020,52647.0,463688.0,11,11.353970773451113
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/10/2020,52177.0,451588.0,10,11.55411569837994
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/9/2020,51738.0,440721.0,9,11.739399756308414
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/8/2020,51251.0,432667.0,8,11.845368377990463
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/7/2020,50681.0,424012.0,7,11.952727752988123
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/6/2020,49397.0,414775.0,6,11.909348441926346
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/5/2020,48532.0,404882.0,5,11.98670229844745
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/4/2020,47856.0,392951.0,4,12.178617690246368
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/3/2020,46905.0,381549.0,3,12.293309640439366
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/2/2020,46239.0,369281.0,2,12.521359073442717
Virginia,2020,06 Jun,Spirits,461143,7094962,0.065,0.057999999999999996,0.1201,6/1/2020,45398.0,361797.0,1,12.547920518965055
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/30/2020,31662.0,571201.0,30,5.543057522658399
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/29/2020,31033.0,558392.0,29,5.557565294631728
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/28/2020,30707.0,552454.0,28,5.558290826023525
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/27/2020,30227.0,545950.0,27,5.536587599597033
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/26/2020,29668.0,536836.0,26,5.526455006743214
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/25/2020,29105.0,527666.0,25,5.515799767277028
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/24/2020,28641.0,516444.0,24,5.545809419801566
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/23/2020,28175.0,506340.0,23,5.564442864478414
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/22/2020,27878.0,494512.0,22,5.637476946969942
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/21/2020,27615.0,487949.0,21,5.659402929404508
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/20/2020,27326.0,481889.0,20,5.670600490984438
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/19/2020,26913.0,471664.0,19,5.7059686556531775
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/18/2020,26590.0,460503.0,18,5.774120906921345
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/17/2020,26129.0,449865.0,17,5.808186900514599
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/16/2020,25844.0,440174.0,16,5.871314525619415
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/15/2020,25546.0,428993.0,15,5.954875720582853
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/14/2020,25340.0,422706.0,14,5.994710271441617
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/13/2020,25089.0,413488.0,13,6.06764887977402
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/12/2020,24795.0,402157.0,12,6.16550252761981
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/11/2020,24441.0,390495.0,11,6.258978988207275
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/10/2020,24070.0,381182.0,10,6.314568893599383
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/9/2020,23734.0,370944.0,9,6.398270358868185
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/8/2020,23434.0,356687.0,8,6.569905827798602
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/7/2020,23212.0,349079.0,7,6.649497678176
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/6/2020,22937.0,337739.0,6,6.791338874101006
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/5/2020,22599.0,325931.0,5,6.933676146178179
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/4/2020,22193.0,313560.0,4,7.077752264319429
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/3/2020,21661.0,301372.0,3,7.187462670719244
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/2/2020,21155.0,284898.0,2,7.4254645522257094
Wisconsin,2020,06 Jun,Spirits,512313,4851640,0.1056,0.1198,-0.1185,6/1/2020,20736.0,274331.0,1,7.558752018546938
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/30/2020,940.0,112185.0,30,0.8379016802602843
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/29/2020,904.0,108709.0,29,0.8315778822360614
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/28/2020,883.0,108300.0,28,0.8153277931671284
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/27/2020,854.0,105581.0,27,0.8088576543128025
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/26/2020,836.0,101792.0,26,0.8212826155297077
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/25/2020,816.0,99452.0,25,0.8204963198326831
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/24/2020,792.0,96096.0,24,0.8241758241758242
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/23/2020,778.0,92947.0,23,0.8370361603924817
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/22/2020,761.0,90824.0,22,0.8378842596670483
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/21/2020,755.0,88051.0,21,0.8574576097943237
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/20/2020,743.0,86918.0,20,0.8548286891092753
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/19/2020,722.0,83631.0,19,0.8633162344106851
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/18/2020,708.0,81185.0,18,0.8720822812095831
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/17/2020,696.0,77709.0,17,0.895649152607806
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/16/2020,676.0,76215.0,16,0.8869645082988913
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/15/2020,664.0,74437.0,15,0.8920295014576085
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/14/2020,661.0,73467.0,14,0.899723685464222
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/13/2020,654.0,71803.0,13,0.9108254529755024
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/12/2020,625.0,70880.0,12,0.8817720090293455
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/11/2020,611.0,69011.0,11,0.8853661010563533
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/10/2020,593.0,67720.0,10,0.8756645008860012
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/9/2020,573.0,66890.0,9,0.856630288533413
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/8/2020,563.0,65912.0,8,0.8541691952906907
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/7/2020,544.0,64904.0,7,0.8381609762110195
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/6/2020,536.0,63901.0,6,0.83879751490587
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/5/2020,524.0,60990.0,5,0.8591572388916215
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/4/2020,513.0,60097.0,4,0.853619981030667
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/3/2020,505.0,58182.0,3,0.8679660376061324
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/2/2020,487.0,56203.0,2,0.8665017881607744
Alaska,2020,06 Jun,Wine,27926,589481,0.0474,0.0532,-0.11,6/1/2020,467.0,54190.0,1,0.8617826167189517
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/30/2020,20777.0,311203.0,30,6.676349521052175
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/29/2020,20257.0,302536.0,29,6.695732078165904
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/28/2020,19310.0,291222.0,28,6.630680374422263
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/27/2020,18740.0,283965.0,27,6.599404856232283
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/26/2020,18062.0,277380.0,26,6.511644675174851
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/25/2020,18062.0,277380.0,25,6.511644675174851
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/24/2020,17375.0,271866.0,24,6.391016162374111
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/23/2020,16678.0,264492.0,23,6.305672761368964
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/22/2020,16083.0,256339.0,22,6.274113576162815
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/21/2020,15142.0,242234.0,21,6.250980456913563
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/20/2020,15142.0,242234.0,20,6.250980456913563
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/19/2020,14631.0,234772.0,19,6.232003816468744
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/18/2020,13928.0,228434.0,18,6.097165921010007
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/17/2020,13606.0,220699.0,17,6.1649577025722815
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/16/2020,13191.0,205292.0,16,6.425481752820373
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/15/2020,12917.0,204052.0,15,6.330249152176896
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/14/2020,12501.0,196989.0,14,6.3460396265781345
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/13/2020,11547.0,187017.0,13,6.174305009705
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/12/2020,11547.0,182645.0,12,6.322100249117139
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/11/2020,10816.0,176217.0,11,6.137886810012655
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/10/2020,10368.0,176217.0,10,5.883654811964793
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/9/2020,10080.0,170520.0,9,5.911330049261084
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/8/2020,9740.0,160273.0,8,6.077130895409708
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/7/2020,9426.0,160273.0,7,5.881215176604917
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/6/2020,9101.0,156757.0,6,5.805801335825513
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/5/2020,8651.0,150975.0,5,5.730087762874648
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/4/2020,8067.0,147385.0,4,5.473419954540828
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/3/2020,8067.0,142480.0,3,5.66184727681078
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/2/2020,7443.0,133236.0,2,5.586328019454202
Arkansas,2020,06 Jun,Wine,52474,2476087,0.0212,0.0197,0.0746,6/1/2020,7443.0,133236.0,1,5.586328019454202
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/30/2020,152434.0,1944995.0,30,7.837243797541896
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/29/2020,146341.0,1912743.0,29,7.650844886113816
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/28/2020,141075.0,1881897.0,28,7.496425149729236
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/27/2020,132545.0,1829525.0,27,7.244776649676829
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/26/2020,122960.0,1768885.0,26,6.951271563725172
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/25/2020,114018.0,1720644.0,25,6.626472413817153
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/24/2020,109014.0,1668342.0,24,6.534271750036863
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/23/2020,103503.0,1640752.0,23,6.308265965849806
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/22/2020,100217.0,1617487.0,22,6.19584577804953
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/21/2020,97291.0,1599296.0,21,6.083364180239306
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/20/2020,93797.0,1561272.0,20,6.0077295948431795
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/19/2020,89748.0,1532871.0,19,5.854895813150617
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/18/2020,85926.0,1511312.0,18,5.68552357157225
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/17/2020,82719.0,1485759.0,17,5.567457440944326
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/16/2020,80109.0,1460309.0,16,5.4857567816126585
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/15/2020,77326.0,1430184.0,15,5.406716897965577
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/14/2020,75568.0,1409015.0,14,5.363179242236598
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/13/2020,73552.0,1370413.0,13,5.367141146501091
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/12/2020,70971.0,1335899.0,12,5.31260222516822
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/11/2020,69069.0,1306748.0,11,5.2855638577598745
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/10/2020,67371.0,1279023.0,10,5.26737986728933
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/9/2020,66000.0,1258305.0,9,5.245151215325379
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/8/2020,64904.0,1234550.0,8,5.257300230853348
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/7/2020,63938.0,1216158.0,7,5.257376097513646
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/6/2020,62758.0,1174185.0,6,5.344813636692685
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/5/2020,61488.0,1134940.0,5,5.417731333815003
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/4/2020,60183.0,1107043.0,4,5.436374196846916
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/3/2020,58764.0,1080913.0,3,5.436515242207282
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/2/2020,57447.0,1049752.0,2,5.47243539426455
Florida,2020,06 Jun,Wine,767066,18207522,0.0421,0.0389,0.0823,6/1/2020,56830.0,1040400.0,1,5.462322183775472
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/30/2020,144238.0,1604018.0,30,8.992293103942723
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/29/2020,143514.0,1572949.0,29,9.123881321009137
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/28/2020,142776.0,1546031.0,28,9.235002402927238
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/27/2020,142130.0,1522242.0,27,9.336885987904683
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/26/2020,141344.0,1492005.0,26,9.47342669763171
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/25/2020,140434.0,1461527.0,25,9.608717457836907
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/24/2020,139540.0,1429841.0,24,9.75912706377842
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/23/2020,138825.0,1400510.0,23,9.912460460832126
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/22/2020,138224.0,1380003.0,22,10.016210109688167
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/21/2020,137762.0,1361784.0,21,10.116288633145933
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/20/2020,137104.0,1337968.0,20,10.247180799540796
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/19/2020,136470.0,1312003.0,19,10.40165304500066
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/18/2020,135639.0,1284693.0,18,10.558086640154496
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/17/2020,135046.0,1259189.0,17,10.724839559430713
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/16/2020,134500.0,1229202.0,16,10.94205834354321
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/15/2020,133877.0,1210473.0,15,11.059891463915346
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/14/2020,133404.0,1191846.0,14,11.19305682109937
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/13/2020,132732.0,1169806.0,13,11.346496769549823
Illinois,2020,06 Jun,Wine,428974,10512479,0.0408,0.0414,-0.0133,6/12/2020,132059.0,1147962.0,12,11.503777999620196
